"date","location","location_type","location_code","location_code_type","data_type","value"
2020-03-05,"GE","Canton of Switzerland","CH.GE","gn_a1_code","current_vent",0
2020-03-05,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_recovered",NA
2020-03-05,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_death",0
2020-03-05,"JU","Canton of Switzerland","CH.JU","gn_a1_code","total_tested",NA
2020-03-05,"JU","Canton of Switzerland","CH.JU","gn_a1_code","total_confirmed",4
2020-03-05,"JU","Canton of Switzerland","CH.JU","gn_a1_code","new_hosp",NA
2020-03-05,"JU","Canton of Switzerland","CH.JU","gn_a1_code","current_hosp",2
2020-03-05,"JU","Canton of Switzerland","CH.JU","gn_a1_code","current_icu",0
2020-03-05,"JU","Canton of Switzerland","CH.JU","gn_a1_code","current_vent",NA
2020-03-05,"JU","Canton of Switzerland","CH.JU","gn_a1_code","total_recovered",NA
2020-03-05,"JU","Canton of Switzerland","CH.JU","gn_a1_code","total_death",0
2020-03-05,"NE","Canton of Switzerland","CH.NE","gn_a1_code","total_tested",NA
2020-03-05,"NE","Canton of Switzerland","CH.NE","gn_a1_code","total_confirmed",9
2020-03-05,"NE","Canton of Switzerland","CH.NE","gn_a1_code","new_hosp",NA
2020-03-05,"NE","Canton of Switzerland","CH.NE","gn_a1_code","current_hosp",4
2020-03-05,"NE","Canton of Switzerland","CH.NE","gn_a1_code","current_icu",NA
2020-03-05,"NE","Canton of Switzerland","CH.NE","gn_a1_code","current_vent",NA
2020-03-05,"NE","Canton of Switzerland","CH.NE","gn_a1_code","total_recovered",NA
2020-03-05,"NE","Canton of Switzerland","CH.NE","gn_a1_code","total_death",NA
2020-03-05,"TI","Canton of Switzerland","CH.TI","gn_a1_code","total_tested",NA
2020-03-05,"TI","Canton of Switzerland","CH.TI","gn_a1_code","total_confirmed",18
2020-03-05,"TI","Canton of Switzerland","CH.TI","gn_a1_code","new_hosp",NA
2020-03-05,"TI","Canton of Switzerland","CH.TI","gn_a1_code","current_hosp",NA
2020-03-05,"TI","Canton of Switzerland","CH.TI","gn_a1_code","current_icu",NA
2020-03-05,"TI","Canton of Switzerland","CH.TI","gn_a1_code","current_vent",NA
2020-03-05,"TI","Canton of Switzerland","CH.TI","gn_a1_code","total_recovered",NA
2020-03-05,"TI","Canton of Switzerland","CH.TI","gn_a1_code","total_death",NA
2020-03-05,"VD","Canton of Switzerland","CH.VD","gn_a1_code","total_tested",NA
2020-03-05,"VD","Canton of Switzerland","CH.VD","gn_a1_code","total_confirmed",NA
2020-03-05,"VD","Canton of Switzerland","CH.VD","gn_a1_code","new_hosp",NA
2020-03-05,"VD","Canton of Switzerland","CH.VD","gn_a1_code","current_hosp",14
2020-03-05,"VD","Canton of Switzerland","CH.VD","gn_a1_code","current_icu",1
2020-03-05,"VD","Canton of Switzerland","CH.VD","gn_a1_code","current_vent",NA
2020-03-05,"VD","Canton of Switzerland","CH.VD","gn_a1_code","total_recovered",NA
2020-03-05,"VD","Canton of Switzerland","CH.VD","gn_a1_code","total_death",NA
2020-03-05,"VS","Canton of Switzerland","CH.VS","gn_a1_code","total_tested",NA
2020-03-05,"VS","Canton of Switzerland","CH.VS","gn_a1_code","total_confirmed",5
2020-03-05,"VS","Canton of Switzerland","CH.VS","gn_a1_code","new_hosp",NA
2020-03-05,"VS","Canton of Switzerland","CH.VS","gn_a1_code","current_hosp",10
2020-03-05,"VS","Canton of Switzerland","CH.VS","gn_a1_code","current_icu",0
2020-03-05,"VS","Canton of Switzerland","CH.VS","gn_a1_code","current_vent",0
2020-03-05,"VS","Canton of Switzerland","CH.VS","gn_a1_code","total_recovered",NA
2020-03-05,"VS","Canton of Switzerland","CH.VS","gn_a1_code","total_death",0
2020-03-05,"ZG","Canton of Switzerland","CH.ZG","gn_a1_code","total_tested",NA
2020-03-05,"ZG","Canton of Switzerland","CH.ZG","gn_a1_code","total_confirmed",2
2020-03-05,"ZG","Canton of Switzerland","CH.ZG","gn_a1_code","new_hosp",NA
2020-03-05,"ZG","Canton of Switzerland","CH.ZG","gn_a1_code","current_hosp",0
2020-03-05,"ZG","Canton of Switzerland","CH.ZG","gn_a1_code","current_icu",0
2020-03-05,"ZG","Canton of Switzerland","CH.ZG","gn_a1_code","current_vent",NA
2020-03-05,"ZG","Canton of Switzerland","CH.ZG","gn_a1_code","total_recovered",0
2020-03-05,"ZG","Canton of Switzerland","CH.ZG","gn_a1_code","total_death",0
2020-03-05,"ZH","Canton of Switzerland","CH.ZH","gn_a1_code","total_tested",NA
2020-03-05,"ZH","Canton of Switzerland","CH.ZH","gn_a1_code","total_confirmed",24
2020-03-05,"ZH","Canton of Switzerland","CH.ZH","gn_a1_code","new_hosp",NA
2020-03-05,"ZH","Canton of Switzerland","CH.ZH","gn_a1_code","current_hosp",NA
2020-03-05,"ZH","Canton of Switzerland","CH.ZH","gn_a1_code","current_icu",NA
2020-03-05,"ZH","Canton of Switzerland","CH.ZH","gn_a1_code","current_vent",NA
2020-03-05,"ZH","Canton of Switzerland","CH.ZH","gn_a1_code","total_recovered",NA
2020-03-05,"ZH","Canton of Switzerland","CH.ZH","gn_a1_code","total_death",NA
2020-03-06,"AG","Canton of Switzerland","CH.AG","gn_a1_code","total_tested",NA
2020-03-06,"AG","Canton of Switzerland","CH.AG","gn_a1_code","total_confirmed",12
2020-03-06,"AG","Canton of Switzerland","CH.AG","gn_a1_code","new_hosp",NA
2020-03-06,"AG","Canton of Switzerland","CH.AG","gn_a1_code","current_hosp",NA
2020-03-06,"AG","Canton of Switzerland","CH.AG","gn_a1_code","current_icu",NA
2020-03-06,"AG","Canton of Switzerland","CH.AG","gn_a1_code","current_vent",NA
2020-03-06,"AG","Canton of Switzerland","CH.AG","gn_a1_code","total_recovered",1
2020-03-06,"AG","Canton of Switzerland","CH.AG","gn_a1_code","total_death",NA
2020-03-06,"BE","Canton of Switzerland","CH.BE","gn_a1_code","total_tested",NA
2020-03-06,"BE","Canton of Switzerland","CH.BE","gn_a1_code","total_confirmed",17
2020-03-06,"BE","Canton of Switzerland","CH.BE","gn_a1_code","new_hosp",NA
2020-03-06,"BE","Canton of Switzerland","CH.BE","gn_a1_code","current_hosp",NA
2020-03-06,"BE","Canton of Switzerland","CH.BE","gn_a1_code","current_icu",NA
2020-03-06,"BE","Canton of Switzerland","CH.BE","gn_a1_code","current_vent",NA
2020-03-06,"BE","Canton of Switzerland","CH.BE","gn_a1_code","total_recovered",NA
2020-03-06,"BE","Canton of Switzerland","CH.BE","gn_a1_code","total_death",NA
2020-03-06,"BL","Canton of Switzerland","CH.BL","gn_a1_code","total_tested",NA
2020-03-06,"BL","Canton of Switzerland","CH.BL","gn_a1_code","total_confirmed",6
2020-03-06,"BL","Canton of Switzerland","CH.BL","gn_a1_code","new_hosp",NA
2020-03-06,"BL","Canton of Switzerland","CH.BL","gn_a1_code","current_hosp",4
2020-03-06,"BL","Canton of Switzerland","CH.BL","gn_a1_code","current_icu",2
2020-03-06,"BL","Canton of Switzerland","CH.BL","gn_a1_code","current_vent",NA
2020-03-06,"BL","Canton of Switzerland","CH.BL","gn_a1_code","total_recovered",NA
2020-03-06,"BL","Canton of Switzerland","CH.BL","gn_a1_code","total_death",NA
2020-03-06,"BS","Canton of Switzerland","CH.BS","gn_a1_code","total_tested",NA
2020-03-06,"BS","Canton of Switzerland","CH.BS","gn_a1_code","total_confirmed",15
2020-03-06,"BS","Canton of Switzerland","CH.BS","gn_a1_code","new_hosp",NA
2020-03-06,"BS","Canton of Switzerland","CH.BS","gn_a1_code","current_hosp",1
2020-03-06,"BS","Canton of Switzerland","CH.BS","gn_a1_code","current_icu",NA
2020-03-06,"BS","Canton of Switzerland","CH.BS","gn_a1_code","current_vent",NA
2020-03-06,"BS","Canton of Switzerland","CH.BS","gn_a1_code","total_recovered",NA
2020-03-06,"BS","Canton of Switzerland","CH.BS","gn_a1_code","total_death",NA
2020-03-06,"FL","Principality of Liechtenstein",NA,"gn_a1_code","total_tested",22
2020-03-06,"FL","Principality of Liechtenstein",NA,"gn_a1_code","total_confirmed",1
2020-03-06,"FL","Principality of Liechtenstein",NA,"gn_a1_code","new_hosp",NA
2020-03-06,"FL","Principality of Liechtenstein",NA,"gn_a1_code","current_hosp",NA
2020-03-06,"FL","Principality of Liechtenstein",NA,"gn_a1_code","current_icu",NA
2020-03-06,"FL","Principality of Liechtenstein",NA,"gn_a1_code","current_vent",NA
2020-03-06,"FL","Principality of Liechtenstein",NA,"gn_a1_code","total_recovered",NA
2020-03-06,"FL","Principality of Liechtenstein",NA,"gn_a1_code","total_death",NA
2020-03-06,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_tested",1248
2020-03-06,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_confirmed",19
2020-03-06,"GE","Canton of Switzerland","CH.GE","gn_a1_code","new_hosp",NA
2020-03-06,"GE","Canton of Switzerland","CH.GE","gn_a1_code","current_hosp",7
2020-03-06,"GE","Canton of Switzerland","CH.GE","gn_a1_code","current_icu",0
2020-03-06,"GE","Canton of Switzerland","CH.GE","gn_a1_code","current_vent",0
2020-03-06,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_recovered",NA
2020-03-06,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_death",0
2020-03-06,"JU","Canton of Switzerland","CH.JU","gn_a1_code","total_tested",NA
2020-03-06,"JU","Canton of Switzerland","CH.JU","gn_a1_code","total_confirmed",4
2020-03-06,"JU","Canton of Switzerland","CH.JU","gn_a1_code","new_hosp",NA
2020-03-06,"JU","Canton of Switzerland","CH.JU","gn_a1_code","current_hosp",5
2020-03-06,"JU","Canton of Switzerland","CH.JU","gn_a1_code","current_icu",0
2020-03-06,"JU","Canton of Switzerland","CH.JU","gn_a1_code","current_vent",NA
2020-03-06,"JU","Canton of Switzerland","CH.JU","gn_a1_code","total_recovered",NA
2020-03-06,"JU","Canton of Switzerland","CH.JU","gn_a1_code","total_death",0
2020-03-06,"NE","Canton of Switzerland","CH.NE","gn_a1_code","total_tested",NA
2020-03-06,"NE","Canton of Switzerland","CH.NE","gn_a1_code","total_confirmed",13
2020-03-06,"NE","Canton of Switzerland","CH.NE","gn_a1_code","new_hosp",NA
2020-03-06,"NE","Canton of Switzerland","CH.NE","gn_a1_code","current_hosp",2
2020-03-06,"NE","Canton of Switzerland","CH.NE","gn_a1_code","current_icu",NA
2020-03-06,"NE","Canton of Switzerland","CH.NE","gn_a1_code","current_vent",NA
2020-03-06,"NE","Canton of Switzerland","CH.NE","gn_a1_code","total_recovered",NA
2020-03-06,"NE","Canton of Switzerland","CH.NE","gn_a1_code","total_death",NA
2020-03-06,"SG","Canton of Switzerland","CH.SG","gn_a1_code","total_tested",NA
2020-03-06,"SG","Canton of Switzerland","CH.SG","gn_a1_code","total_confirmed",2
2020-03-06,"SG","Canton of Switzerland","CH.SG","gn_a1_code","new_hosp",NA
2020-03-06,"SG","Canton of Switzerland","CH.SG","gn_a1_code","current_hosp",NA
2020-03-06,"SG","Canton of Switzerland","CH.SG","gn_a1_code","current_icu",NA
2020-03-06,"SG","Canton of Switzerland","CH.SG","gn_a1_code","current_vent",NA
2020-03-06,"SG","Canton of Switzerland","CH.SG","gn_a1_code","total_recovered",NA
2020-03-06,"SG","Canton of Switzerland","CH.SG","gn_a1_code","total_death",NA
2020-03-06,"SO","Canton of Switzerland","CH.SO","gn_a1_code","total_tested",NA
2020-03-06,"SO","Canton of Switzerland","CH.SO","gn_a1_code","total_confirmed",1
2020-03-06,"SO","Canton of Switzerland","CH.SO","gn_a1_code","new_hosp",NA
2020-03-06,"SO","Canton of Switzerland","CH.SO","gn_a1_code","current_hosp",NA
2020-03-06,"SO","Canton of Switzerland","CH.SO","gn_a1_code","current_icu",NA
2020-03-06,"SO","Canton of Switzerland","CH.SO","gn_a1_code","current_vent",NA
2020-03-06,"SO","Canton of Switzerland","CH.SO","gn_a1_code","total_recovered",NA
2020-03-06,"SO","Canton of Switzerland","CH.SO","gn_a1_code","total_death",NA
2020-03-06,"SZ","Canton of Switzerland","CH.SZ","gn_a1_code","total_tested",6
2020-03-06,"SZ","Canton of Switzerland","CH.SZ","gn_a1_code","total_confirmed",6
2020-03-06,"SZ","Canton of Switzerland","CH.SZ","gn_a1_code","new_hosp",NA
2020-03-06,"SZ","Canton of Switzerland","CH.SZ","gn_a1_code","current_hosp",NA
2020-03-06,"SZ","Canton of Switzerland","CH.SZ","gn_a1_code","current_icu",NA
2020-03-06,"SZ","Canton of Switzerland","CH.SZ","gn_a1_code","current_vent",NA
2020-03-06,"SZ","Canton of Switzerland","CH.SZ","gn_a1_code","total_recovered",NA
2020-03-06,"SZ","Canton of Switzerland","CH.SZ","gn_a1_code","total_death",NA
2020-03-06,"TI","Canton of Switzerland","CH.TI","gn_a1_code","total_tested",NA
2020-03-06,"TI","Canton of Switzerland","CH.TI","gn_a1_code","total_confirmed",NA
2020-03-06,"TI","Canton of Switzerland","CH.TI","gn_a1_code","new_hosp",NA
2020-03-06,"TI","Canton of Switzerland","CH.TI","gn_a1_code","current_hosp",NA
2020-03-06,"TI","Canton of Switzerland","CH.TI","gn_a1_code","current_icu",NA
2020-03-06,"TI","Canton of Switzerland","CH.TI","gn_a1_code","current_vent",NA
2020-03-06,"TI","Canton of Switzerland","CH.TI","gn_a1_code","total_recovered",NA
2020-03-06,"TI","Canton of Switzerland","CH.TI","gn_a1_code","total_death",NA
2020-03-06,"VD","Canton of Switzerland","CH.VD","gn_a1_code","total_tested",NA
2020-03-06,"VD","Canton of Switzerland","CH.VD","gn_a1_code","total_confirmed",23
2020-03-06,"VD","Canton of Switzerland","CH.VD","gn_a1_code","new_hosp",NA
2020-03-06,"VD","Canton of Switzerland","CH.VD","gn_a1_code","current_hosp",15
2020-03-06,"VD","Canton of Switzerland","CH.VD","gn_a1_code","current_icu",2
2020-03-06,"VD","Canton of Switzerland","CH.VD","gn_a1_code","current_vent",NA
2020-03-06,"VD","Canton of Switzerland","CH.VD","gn_a1_code","total_recovered",NA
2020-03-06,"VD","Canton of Switzerland","CH.VD","gn_a1_code","total_death",1
2020-03-06,"VS","Canton of Switzerland","CH.VS","gn_a1_code","total_tested",NA
2020-03-06,"VS","Canton of Switzerland","CH.VS","gn_a1_code","total_confirmed",6
2020-03-06,"VS","Canton of Switzerland","CH.VS","gn_a1_code","new_hosp",NA
2020-03-06,"VS","Canton of Switzerland","CH.VS","gn_a1_code","current_hosp",11
2020-03-06,"VS","Canton of Switzerland","CH.VS","gn_a1_code","current_icu",0
2020-03-06,"VS","Canton of Switzerland","CH.VS","gn_a1_code","current_vent",0
2020-03-06,"VS","Canton of Switzerland","CH.VS","gn_a1_code","total_recovered",NA
2020-03-06,"VS","Canton of Switzerland","CH.VS","gn_a1_code","total_death",0
2020-03-06,"ZG","Canton of Switzerland","CH.ZG","gn_a1_code","total_tested",NA
2020-03-06,"ZG","Canton of Switzerland","CH.ZG","gn_a1_code","total_confirmed",3
2020-03-06,"ZG","Canton of Switzerland","CH.ZG","gn_a1_code","new_hosp",NA
2020-03-06,"ZG","Canton of Switzerland","CH.ZG","gn_a1_code","current_hosp",0
2020-03-06,"ZG","Canton of Switzerland","CH.ZG","gn_a1_code","current_icu",0
2020-03-06,"ZG","Canton of Switzerland","CH.ZG","gn_a1_code","current_vent",NA
2020-03-06,"ZG","Canton of Switzerland","CH.ZG","gn_a1_code","total_recovered",0
2020-03-06,"ZG","Canton of Switzerland","CH.ZG","gn_a1_code","total_death",0
2020-03-06,"ZH","Canton of Switzerland","CH.ZH","gn_a1_code","total_tested",NA
2020-03-06,"ZH","Canton of Switzerland","CH.ZH","gn_a1_code","total_confirmed",30
2020-03-06,"ZH","Canton of Switzerland","CH.ZH","gn_a1_code","new_hosp",NA
2020-03-06,"ZH","Canton of Switzerland","CH.ZH","gn_a1_code","current_hosp",NA
2020-03-06,"ZH","Canton of Switzerland","CH.ZH","gn_a1_code","current_icu",NA
2020-03-06,"ZH","Canton of Switzerland","CH.ZH","gn_a1_code","current_vent",NA
2020-03-06,"ZH","Canton of Switzerland","CH.ZH","gn_a1_code","total_recovered",NA
2020-03-06,"ZH","Canton of Switzerland","CH.ZH","gn_a1_code","total_death",NA
2020-03-07,"BL","Canton of Switzerland","CH.BL","gn_a1_code","total_tested",NA
2020-03-07,"BL","Canton of Switzerland","CH.BL","gn_a1_code","total_confirmed",15
2020-03-07,"BL","Canton of Switzerland","CH.BL","gn_a1_code","new_hosp",NA
2020-03-07,"BL","Canton of Switzerland","CH.BL","gn_a1_code","current_hosp",4
2020-03-07,"BL","Canton of Switzerland","CH.BL","gn_a1_code","current_icu",2
2020-03-07,"BL","Canton of Switzerland","CH.BL","gn_a1_code","current_vent",NA
2020-03-07,"BL","Canton of Switzerland","CH.BL","gn_a1_code","total_recovered",NA
2020-03-07,"BL","Canton of Switzerland","CH.BL","gn_a1_code","total_death",NA
2020-03-07,"BS","Canton of Switzerland","CH.BS","gn_a1_code","total_tested",NA
2020-03-07,"BS","Canton of Switzerland","CH.BS","gn_a1_code","total_confirmed",21
2020-03-07,"BS","Canton of Switzerland","CH.BS","gn_a1_code","new_hosp",NA
2020-03-07,"BS","Canton of Switzerland","CH.BS","gn_a1_code","current_hosp",1
2020-03-07,"BS","Canton of Switzerland","CH.BS","gn_a1_code","current_icu",NA
2020-03-07,"BS","Canton of Switzerland","CH.BS","gn_a1_code","current_vent",NA
2020-03-07,"BS","Canton of Switzerland","CH.BS","gn_a1_code","total_recovered",NA
2020-03-07,"BS","Canton of Switzerland","CH.BS","gn_a1_code","total_death",NA
2020-03-07,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_tested",1323
2020-03-07,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_confirmed",30
2020-03-07,"GE","Canton of Switzerland","CH.GE","gn_a1_code","new_hosp",NA
2020-03-07,"GE","Canton of Switzerland","CH.GE","gn_a1_code","current_hosp",7
2020-03-07,"GE","Canton of Switzerland","CH.GE","gn_a1_code","current_icu",0
2020-03-07,"GE","Canton of Switzerland","CH.GE","gn_a1_code","current_vent",0
2020-03-07,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_recovered",NA
2020-03-07,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_death",0
2020-03-07,"JU","Canton of Switzerland","CH.JU","gn_a1_code","total_tested",NA
2020-03-07,"JU","Canton of Switzerland","CH.JU","gn_a1_code","total_confirmed",5
2020-03-07,"JU","Canton of Switzerland","CH.JU","gn_a1_code","new_hosp",NA
2020-03-07,"JU","Canton of Switzerland","CH.JU","gn_a1_code","current_hosp",5
2020-03-07,"JU","Canton of Switzerland","CH.JU","gn_a1_code","current_icu",0
2020-03-07,"JU","Canton of Switzerland","CH.JU","gn_a1_code","current_vent",NA
2020-03-07,"JU","Canton of Switzerland","CH.JU","gn_a1_code","total_recovered",NA
2020-03-07,"JU","Canton of Switzerland","CH.JU","gn_a1_code","total_death",0
2020-03-07,"NE","Canton of Switzerland","CH.NE","gn_a1_code","total_tested",NA
2020-03-07,"NE","Canton of Switzerland","CH.NE","gn_a1_code","total_confirmed",18
2020-03-07,"NE","Canton of Switzerland","CH.NE","gn_a1_code","new_hosp",NA
2020-03-07,"NE","Canton of Switzerland","CH.NE","gn_a1_code","current_hosp",2
2020-03-07,"NE","Canton of Switzerland","CH.NE","gn_a1_code","current_icu",NA
2020-03-07,"NE","Canton of Switzerland","CH.NE","gn_a1_code","current_vent",NA
2020-03-07,"NE","Canton of Switzerland","CH.NE","gn_a1_code","total_recovered",NA
2020-03-07,"NE","Canton of Switzerland","CH.NE","gn_a1_code","total_death",NA
2020-03-07,"TI","Canton of Switzerland","CH.TI","gn_a1_code","total_tested",NA
2020-03-07,"TI","Canton of Switzerland","CH.TI","gn_a1_code","total_confirmed",45
2020-03-07,"TI","Canton of Switzerland","CH.TI","gn_a1_code","new_hosp",NA
2020-03-07,"TI","Canton of Switzerland","CH.TI","gn_a1_code","current_hosp",NA
2020-03-07,"TI","Canton of Switzerland","CH.TI","gn_a1_code","current_icu",NA
2020-03-07,"TI","Canton of Switzerland","CH.TI","gn_a1_code","current_vent",NA
2020-03-07,"TI","Canton of Switzerland","CH.TI","gn_a1_code","total_recovered",NA
2020-03-07,"TI","Canton of Switzerland","CH.TI","gn_a1_code","total_death",NA
2020-03-07,"VD","Canton of Switzerland","CH.VD","gn_a1_code","total_tested",NA
2020-03-07,"VD","Canton of Switzerland","CH.VD","gn_a1_code","total_confirmed",30
2020-03-07,"VD","Canton of Switzerland","CH.VD","gn_a1_code","new_hosp",NA
2020-03-07,"VD","Canton of Switzerland","CH.VD","gn_a1_code","current_hosp",16
2020-03-07,"VD","Canton of Switzerland","CH.VD","gn_a1_code","current_icu",4
2020-03-07,"VD","Canton of Switzerland","CH.VD","gn_a1_code","current_vent",NA
2020-03-07,"VD","Canton of Switzerland","CH.VD","gn_a1_code","total_recovered",NA
2020-03-07,"VD","Canton of Switzerland","CH.VD","gn_a1_code","total_death",1
2020-03-07,"VS","Canton of Switzerland","CH.VS","gn_a1_code","total_tested",NA
2020-03-07,"VS","Canton of Switzerland","CH.VS","gn_a1_code","total_confirmed",7
2020-03-07,"VS","Canton of Switzerland","CH.VS","gn_a1_code","new_hosp",NA
2020-03-07,"VS","Canton of Switzerland","CH.VS","gn_a1_code","current_hosp",11
2020-03-07,"VS","Canton of Switzerland","CH.VS","gn_a1_code","current_icu",0
2020-03-07,"VS","Canton of Switzerland","CH.VS","gn_a1_code","current_vent",0
2020-03-07,"VS","Canton of Switzerland","CH.VS","gn_a1_code","total_recovered",NA
2020-03-07,"VS","Canton of Switzerland","CH.VS","gn_a1_code","total_death",0
2020-03-07,"ZG","Canton of Switzerland","CH.ZG","gn_a1_code","total_tested",NA
2020-03-07,"ZG","Canton of Switzerland","CH.ZG","gn_a1_code","total_confirmed",3
2020-03-07,"ZG","Canton of Switzerland","CH.ZG","gn_a1_code","new_hosp",NA
2020-03-07,"ZG","Canton of Switzerland","CH.ZG","gn_a1_code","current_hosp",0
2020-03-07,"ZG","Canton of Switzerland","CH.ZG","gn_a1_code","current_icu",0
2020-03-07,"ZG","Canton of Switzerland","CH.ZG","gn_a1_code","current_vent",NA
2020-03-07,"ZG","Canton of Switzerland","CH.ZG","gn_a1_code","total_recovered",0
2020-03-07,"ZG","Canton of Switzerland","CH.ZG","gn_a1_code","total_death",0
2020-03-07,"ZH","Canton of Switzerland","CH.ZH","gn_a1_code","total_tested",NA
2020-03-07,"ZH","Canton of Switzerland","CH.ZH","gn_a1_code","total_confirmed",35
2020-03-07,"ZH","Canton of Switzerland","CH.ZH","gn_a1_code","new_hosp",NA
2020-03-07,"ZH","Canton of Switzerland","CH.ZH","gn_a1_code","current_hosp",NA
2020-03-07,"ZH","Canton of Switzerland","CH.ZH","gn_a1_code","current_icu",NA
2020-03-07,"ZH","Canton of Switzerland","CH.ZH","gn_a1_code","current_vent",NA
2020-03-07,"ZH","Canton of Switzerland","CH.ZH","gn_a1_code","total_recovered",NA
2020-03-07,"ZH","Canton of Switzerland","CH.ZH","gn_a1_code","total_death",NA
2020-03-08,"BL","Canton of Switzerland","CH.BL","gn_a1_code","total_tested",NA
2020-03-08,"BL","Canton of Switzerland","CH.BL","gn_a1_code","total_confirmed",19
2020-03-08,"BL","Canton of Switzerland","CH.BL","gn_a1_code","new_hosp",NA
2020-03-08,"BL","Canton of Switzerland","CH.BL","gn_a1_code","current_hosp",4
2020-03-08,"BL","Canton of Switzerland","CH.BL","gn_a1_code","current_icu",2
2020-03-08,"BL","Canton of Switzerland","CH.BL","gn_a1_code","current_vent",NA
2020-03-08,"BL","Canton of Switzerland","CH.BL","gn_a1_code","total_recovered",NA
2020-03-08,"BL","Canton of Switzerland","CH.BL","gn_a1_code","total_death",1
2020-03-08,"BS","Canton of Switzerland","CH.BS","gn_a1_code","total_tested",NA
2020-03-08,"BS","Canton of Switzerland","CH.BS","gn_a1_code","total_confirmed",24
2020-03-08,"BS","Canton of Switzerland","CH.BS","gn_a1_code","new_hosp",NA
2020-03-08,"BS","Canton of Switzerland","CH.BS","gn_a1_code","current_hosp",1
2020-03-08,"BS","Canton of Switzerland","CH.BS","gn_a1_code","current_icu",NA
2020-03-08,"BS","Canton of Switzerland","CH.BS","gn_a1_code","current_vent",NA
2020-03-08,"BS","Canton of Switzerland","CH.BS","gn_a1_code","total_recovered",NA
2020-03-08,"BS","Canton of Switzerland","CH.BS","gn_a1_code","total_death",NA
2020-03-08,"FR","Canton of Switzerland","CH.FR","gn_a1_code","total_tested",NA
2020-03-08,"FR","Canton of Switzerland","CH.FR","gn_a1_code","total_confirmed",8
2020-03-08,"FR","Canton of Switzerland","CH.FR","gn_a1_code","new_hosp",NA
2020-03-08,"FR","Canton of Switzerland","CH.FR","gn_a1_code","current_hosp",NA
2020-03-08,"FR","Canton of Switzerland","CH.FR","gn_a1_code","current_icu",NA
2020-03-08,"FR","Canton of Switzerland","CH.FR","gn_a1_code","current_vent",NA
2020-03-08,"FR","Canton of Switzerland","CH.FR","gn_a1_code","total_recovered",NA
2020-03-08,"FR","Canton of Switzerland","CH.FR","gn_a1_code","total_death",NA
2020-03-08,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_tested",1391
2020-03-08,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_confirmed",38
2020-03-08,"GE","Canton of Switzerland","CH.GE","gn_a1_code","new_hosp",NA
2020-03-08,"GE","Canton of Switzerland","CH.GE","gn_a1_code","current_hosp",9
2020-03-08,"GE","Canton of Switzerland","CH.GE","gn_a1_code","current_icu",0
2020-03-08,"GE","Canton of Switzerland","CH.GE","gn_a1_code","current_vent",0
2020-03-08,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_recovered",NA
2020-03-08,"GE","Canton of Switzerland","CH.GE","gn_a1_code","total_death",0
2020-03-08,"JU","Canton of Switzerland","CH.JU","gn_a1_code","total_tested",NA
2020-03-08,"JU","Canton of Switzerland","CH.JU","gn_a1_code","total_confirmed",5
2020-03-08,"JU","Canton of Switzerland","CH.JU","gn_a1_code","new_hosp",NA
2020-03-08,"JU","Canton of Switzerland","CH.JU","gn_a1_code","current_hosp",5
2020-03-08,"JU","Canton of Switzerland","CH.JU","gn_a1_code","current_icu",0
2020-03-08,"JU","Canton of Switzerland","CH.JU","gn_a1_code","current_vent",NA
2020-03-08,"JU","Canton of Switzerland","CH.JU","gn_a1_code","total_recovered",NA
2020-03-08,"JU","Canton of Switzerland","CH.JU","gn_a1_code","total_death",0
2020-03-08,"NE","Canton of Switzerland","CH.NE","gn_a1_code","total_tested",NA
2020-03-08,"NE","Canton of Switzerland","CH.NE","gn_a1_code","total_confirmed",24
2020-03-08,"NE","Canton of Switzerland","CH.NE","gn_a1_code","new_hosp",NA
2020-03-08,"NE","Canton of Switzerland","CH.NE","gn_a1_code","current_hosp",3
2020-03-08,"NE","Canton of Switzerland","CH.NE","gn_a1_code","current_icu",NA
2020-03-08,"NE","Canton of Switzerland","CH.NE","gn_a1_code","current_vent",NA
2020-03-08,"NE","Canton of Switzerland","CH.NE","gn_a1_code","total_recovered",NA
2020-03-08,"NE","Canton of Switzerland","CH.NE","gn_a1_code","total_death",NA
2020-03-08,"TI","Canton of Switzerland","CH.TI","gn_a1_code","total_tested",NA
2020-03-08,"TI","Canton of Switzerland","CH.TI","gn_a1_code","total_confirmed",58
2020-03-08,"TI","Canton of Switzerland","CH.TI","gn_a1_code","new_hosp",NA
2020-03-08,"TI","Canton of Switzerland","CH.TI","gn_a1_code","current_hosp",NA
2020-03-08,"TI","Canton of Switzerland","CH.TI","gn_a1_code","current_icu",NA
2020-03-08,"TI","Canton of Switzerland","CH.TI","gn_a1_code","current_vent",NA
